sku,name,brand,category,price,list_price,available,image_url,product_url,store,description,scraped_at
3362981,Producto Lácteo Combinado Nutri Deslactosada 1L,Nutri,lacteos,22.0,25.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/58689957/7501020544398_00.jpg?v=638990891350500000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/producto-lacteo-combinado-nutri-deslactosada-1l-3362981/p,Chedraui,"Nutri Deslactosada adicionada con vitaminas para toda la familia
<div><br><b>Las imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.</b></div>",2025-11-18T16:18:32.374463
3790608,Crema Santa Clara Ácida Regular 420ml,Santa Clara,lacteos,45.0,45.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/57843881/7501055380541_00.jpg?v=638979567588800000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-santa-clara-acida-regular-420ml-3790608/p,Chedraui,"Crema acidificada, consistencia regular.
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.</b></div>",2025-11-18T16:18:32.374474
3698203,Crema ácida Santa Clara 420ml,Santa Clara,lacteos,50.5,50.5,True,https://chedrauimx.vteximg.com.br/arquivos/ids/57658690/7501055374571_00.jpg?v=638978816707500000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-acida-santa-clara-420ml-3698203/p,Chedraui,"Crema Santa Clara Acida Premium 420 ml
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.</b></div>",2025-11-18T16:18:32.374479
3685448,Crema Ácida Fage de 454g,FAGE,lacteos,96.0,96.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/57660935/689544086017_00.jpg?v=638978822405630000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-acida-fage-de-454g-3685448/p,Chedraui,"Crema Ácida Fage 454g
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.</b></div>",2025-11-18T16:18:32.374481
3564395,Crema Ácida Premium Santa Clara 800ml,Santa Clara,lacteos,92.0,92.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/57836791/7501055363353_00.jpg?v=638979551832770000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-acida-premium-santa-clara-800ml-3564395/p,Chedraui,"Crema premium acidificada Santa Clara 800g Bote PP
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.</b></div>",2025-11-18T16:18:32.374484
3790620,Crema Santa Clara Reducida Grasa 420ml,Santa Clara,lacteos,43.5,43.5,True,https://chedrauimx.vteximg.com.br/arquivos/ids/57843884/7501055380596_00.jpg?v=638979567595070000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-santa-clara-reducida-grasa-420ml-3790620/p,Chedraui,"Crema reducida en grasa.
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.</b></div>",2025-11-18T16:18:32.374486
3790609,Crema Santa Clara Reducida Grasa 225ml,Santa Clara,lacteos,23.0,23.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/58051943/7501055380572_00.jpg?v=638980723217200000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-santa-clara-reducida-grasa-225ml-3790609/p,Chedraui,"Crema reducida en grasa.
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.</b></div>",2025-11-18T16:18:32.374489
3242148,Crema Ácida Premium Santa Clara 225g,Santa Clara,lacteos,27.0,27.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/58197201/7501295650145_00.jpg?v=638983240743330000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-acida-premium-santa-clara-225g-3242148/p,Chedraui,"Crema premium acidificada Santa Clara 225g Bote PP
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.</b></div>",2025-11-18T16:18:32.374491
3790607,Crema Santa Clara Ácida Regular 225ml,Santa Clara,lacteos,23.0,23.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/57843887/7501055380527_00.jpg?v=638979567600400000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-santa-clara-acida-regular-225ml-3790607/p,Chedraui,"Crema acidificada, consistencia regular. 
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.</b></div>",2025-11-18T16:18:32.374493
3019449,Producto Lácteo combinado ultra pasteurizado Forti Plus Regular 1L,Fortileche,lacteos,22.5,22.5,True,https://chedrauimx.vteximg.com.br/arquivos/ids/58189362/7501055902378_00.jpg?v=638983222972070000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/producto-lacteo-combinado-ultra-pasteurizado-forti-plus-regular-1l-3019449/p,Chedraui,"Producto Lácteo ideal para toda la familia y el desarrollo de los niños. Contiene vitaminas y nutrientes como hierro, acido fólico, vitaminas A, B, D que ayudan al desarrollo y crecimiento de los niños. Fuente de proteína y calcio.
<div><br><b>Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.</b></div>",2025-11-18T16:18:32.374497
3014934,Crema Acida Entera León 450g,Leche León,lacteos,31.0,33.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/57732811/7501161500062_00.jpg?v=638979008335300000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-acida-entera-leon-450g-3014934/p,Chedraui,"Crema Acida Entera León 450g
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.</b></div>",2025-11-18T16:18:32.374499
3014871,Crema Ácida San Marcos 400g,San Marcos,lacteos,32.0,38.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/57732813/7501158414297_00.jpg?v=638979008347970000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-acida-san-marcos-400g-3014871/p,Chedraui,"Crema Ácida San Marcos 400g
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.</b></div>",2025-11-18T16:18:32.374502
3014436,Crema Sello Rojo Acida 450g,Sello Rojo,lacteos,38.0,41.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/57969865/7501209709891_00.jpg?v=638980563020530000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-sello-rojo-acida-450g-3014436/p,Chedraui,"Crema Sello Rojo Acida 450g
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.</b></div>",2025-11-18T16:18:32.374504
3013807,Crema Lyncott Reducida Grasa 400g,Lyncott,lacteos,44.0,44.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/57547237/7501092102045_00.jpg?v=638977974938270000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-lyncott-reducida-grasa-400g-3013807/p,Chedraui,"Crema Lyncott Reducida Grasa 400g
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.</b></div>",2025-11-18T16:18:32.374506
3786036,Crema Pradel Entera Natural 200g,Pradel,lacteos,21.0,21.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/57774488/7503005126926_00.jpg?v=638979108464370000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-pradel-entera-natural-200g-3786036/p,Chedraui,"Crema pasteurizada de leche de vaca.
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.</b></div>",2025-11-18T16:18:32.374511
3717751,Crema Querétaro Entera Acidifica Pasteurizada 900g,Querétaro,lacteos,66.5,66.5,True,https://chedrauimx.vteximg.com.br/arquivos/ids/58691858/7501300800251_00.jpg?v=638990896030600000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-queretaro-entera-acidifica-pasteurizada-900g-3717751/p,Chedraui,"Crema Querétaro Entera Acidifica Pasteurizada 900g
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.</b></div>",2025-11-18T16:18:32.374513
3717750,Crema Querétaro Entera Acidifica Pasteurizada 450g,Querétaro,lacteos,31.0,31.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/58691843/7501300800244_00.jpg?v=638990895996970000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-queretaro-entera-acidifica-pasteurizada-450g-3717750/p,Chedraui,"Crema Querétaro Entera Acidifica Pasteurizada 450g
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.</b></div>",2025-11-18T16:18:32.374515
3882151,Suplemento Alimenticio EnzyNew 30 Cápsulas,Otras Marcas,lacteos,199.0,199.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/57854460/7501723533002_00.jpg?v=638979588501000000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/suplemento-alimenticio-enzynew-30-capsulas-3882151/p,Chedraui,"Suplemento Alimenticio EnzyNew 30 Cápsulas.<div><br><b>Las imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.</b></div>",2025-11-18T16:18:32.374518
3877564,Suplemento Alimenticio Birdman Myo & D-Chiro Inositol 90 Cápsulas,Birdman,lacteos,439.0,439.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/58269688/7503038209108_00.jpg?v=638983392963800000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/suplemento-alimenticio-birdman-myo--d-chiro-inositol-90-capsulas-3877564/p,Chedraui,"Suplemento Alimenticio Birdman Myo & D-Chiro Inositol 90 Cápsulas.<div><br><b>Las imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.</b></div>",2025-11-18T16:18:32.374520
3877561,Suplemento Alimenticio Birdman Berberina HCL Inulina de Agave 90 Cápsulas,Birdman,lacteos,539.0,539.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/58269700/7503038209412_00.jpg?v=638983392995130000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/suplemento-alimenticio-birdman-berberina-hcl-inulina-de-agave-90-capsulas-3877561/p,Chedraui,"Suplemento Alimenticio Birdman Berberina HCL Inulina de Agave 90 Cápsulas 54g.<div><br><b>Las imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.</b></div>",2025-11-18T16:18:32.374523
3877554,Suplemento Alimenticio Birdman Resveratrol 45 Cápsulas,Birdman,lacteos,429.0,429.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/58269674/7503038209887_00.jpg?v=638983392930130000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/suplemento-alimenticio-birdman-resveratrol-45-capsulas-3877554/p,Chedraui,"Suplemento Alimenticio Birdman Resveratrol 45 Cápsulas.<div><br><b>Las imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.</b></div>",2025-11-18T16:18:32.374527
3734664,Crema León Entera 900g,Leon,lacteos,68.0,68.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/57841817/7501161500031_00.jpg?v=638979563412230000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-leon-entera-900g-3734664/p,Chedraui,"Crema Leon Entera 900 g
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.</b></div>",2025-11-18T16:18:32.374529
3734663,Crema León Entera 200g,Leon,lacteos,19.0,19.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/57841818/7501161500017_00.jpg?v=638979563416700000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-leon-entera-200g-3734663/p,Chedraui,"Crema Leon Entera 200 g
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.</b></div>",2025-11-18T16:18:32.374531
3717749,Crema Querétaro Entera Acidifica Pasteurizada 200g,Querétaro,lacteos,19.0,19.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/58691842/7501300800237_00.jpg?v=638990895993370000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-queretaro-entera-acidifica-pasteurizada-200g-3717749/p,Chedraui,"Crema Querétaro Entera Acidifica Pasteurizada 200g
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.</b></div>",2025-11-18T16:18:32.374534
3617556,Crema Acida Light León 450g,Leche León,lacteos,35.0,35.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/57717991/7501161500024_00.jpg?v=638978969741670000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-acida-light-leon-450g-3617556/p,Chedraui,"Crema Acida Light León 450g
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.</b></div>",2025-11-18T16:18:32.374536
3526838,Crema Marsella Pasteurizada 450ml,Marsella,lacteos,31.0,31.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/57717971/7503008591660_00.jpg?v=638978969680730000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-marsella-pasteurizada-450ml-3526838/p,Chedraui,"Crema Pasteurizada Marsella Pet 450ml
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.</b></div>",2025-11-18T16:18:32.374539
3341677,Crema Acidificada Natural 200ml,Marsella,lacteos,16.0,16.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/57717927/7503008591295_00.jpg?v=638978969530300000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-acidificada-natural-200ml-3341677/p,Chedraui,"Crema Acidificada Natural Marsella 200ml
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.</b></div>",2025-11-18T16:18:32.374542
3341671,Crema Acidificada Natural 450ml,Marsella,lacteos,32.0,32.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/57717925/7503008591301_00.jpg?v=638978969522700000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-acidificada-natural-450ml-3341671/p,Chedraui,"Crema Acidificada Natural Marsella 450ml
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.</b></div>",2025-11-18T16:18:32.374545
3337710,Crema Sello Rojo Acidificada Natural 900g,Sello Rojo,lacteos,83.0,83.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/57838351/7501209708153_00.jpg?v=638979555050130000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-sello-rojo-acidificada-natural-900g-3337710/p,Chedraui,"Crema Sello Rojo Acidificada Natural 900g
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.</b></div>",2025-11-18T16:18:32.374547
3014867,Crema Ácida San Marcos 200g,San Marcos,lacteos,20.0,20.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/57733530/7501158414303_00.jpg?v=638979010462500000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-acida-san-marcos-200g-3014867/p,Chedraui,"Crema pasteurizada de leche de vaca.
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.</b></div>",2025-11-18T16:18:32.374550
3014439,Crema Sello Rojo Acida 200g,Sello Rojo,lacteos,23.0,23.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/57969862/7501209709877_00.jpg?v=638980563020370000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-sello-rojo-acida-200g-3014439/p,Chedraui,"Crema Sello Rojo Acida 200g
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.</b></div>",2025-11-18T16:18:32.374553
3014286,Crema Pradel Entera Natural 246g,Pradel,lacteos,93.5,93.5,True,https://chedrauimx.vteximg.com.br/arquivos/ids/57714269/7503005126131_00.jpg?v=638978959502570000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/crema-pradel-entera-natural-246g-3014286/p,Chedraui,"Crema Pradel Entera Natural 246g
<div><br><b>*Las imágenes del producto son únicamente de referencia, el diseños de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo aviso.</b></div>",2025-11-18T16:18:32.374555
3885770,Despensa Regalo 21 Artículos,Otras Marcas,despensa,315.0,315.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/58726488/94331997900_00.jpg?v=638990977707830000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/despensa-regalo-21-articulos-3885770/p,Chedraui,Despensa Regalo 21 Artículos,2025-11-18T16:18:36.462236
3885771,Despensa Regalo 15 Artículos,Otras Marcas,despensa,210.0,210.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/58726490/94331997917_00.jpg?v=638990977711730000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/despensa-regalo-15-articulos-3885771/p,Chedraui,Despensa Regalo 15 Artículos,2025-11-18T16:18:36.462246
6023418,Carrito Organizador Multiusos de 5 Niveles con Ruedas 360° para Cocina,Bossa,despensa,1199.0,2999.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/54902845/moboss3864718561220015_01.jpg?v=638938977578130000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/carrito-organizador-multiusos-de-5-niveles-con-ruedas-360-para-cocina-6023418/p,Chedraui,"Carrito organizador de 5 niveles con ruedas 360° y canastas giratorias para un almacenamiento práctico. Su estructura metálica ventilada es ideal para frutas, despensa o artículos del hogar.",2025-11-18T16:18:36.462249
6021387,Armario de Cocina Completa 330cm Branco Rustic Olimpia Madesa 02,Madesa,despensa,32999.0,50799.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/50404089/madesa0067891760824196_00.jpg?v=638866472121630000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/armario-de-cocina-completa-330cm-branco-rustic-olimpia-madesa-02-6021387/p,Chedraui,"Cocina Integral Planificada Olimpia Glamy de Madesa, está fabricada con cajones con guías telescópicas, puertas con amortiguador para un cierre suave y tiradores son de aluminio. Estos elementos de calidad superior confieren durabilidad y mayor vida útil al mueble. Medidas: 225 cm de alto, 330 cm de ancho y una profundidad de 52 cm en los módulos bajos, el mueble para horno y la despensa de 3 puertas, y 31 cm en las gabinetes superiores.",2025-11-18T16:18:36.462251
6021331,Armario de Cocina Completa 330cm Branco Olimpia Madesa 02,Madesa,despensa,32999.0,50799.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/50403451/madesa0067891760824219_00.jpg?v=638866471344600000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/armario-de-cocina-completa-330cm-branco-olimpia-madesa-02-6021331/p,Chedraui,"Cocina Integral Planificada Olimpia Glamy de Madesa, está fabricada con cajones con guías telescópicas, puertas con amortiguador para un cierre suave y tiradores son de aluminio. Estos elementos de calidad superior confieren durabilidad y mayor vida útil al mueble. Medidas: 225 cm de alto, 330 cm de ancho y una profundidad de 52 cm en los gabinetes bajos, el mueble para horno y la despensa de 3 puertas, y 31 cm en los gabinetes superiores.",2025-11-18T16:18:36.462254
6021046,Armario de Cocina Completa de Canto 293cm Rustic Emilly Line Madesa 06,Madesa,despensa,12499.0,19299.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/50402103/madesa0067891760850683_00.jpg?v=638866468038070000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/armario-de-cocina-completa-de-canto-293cm-rustic-emilly-line-madesa-06-6021046/p,Chedraui,"Esta es la Cocina de Esquina Recta Emilly de Madesa. Cuenta con dos Gabinete Bajo, dos gabinetes superiores, una botellero anexa y un armario tipo despensa, todo separado, por lo que el montaje puede realizarse según las necesidades de su entorno. Además, la distribución de los espacios es ideal para organizar utensilios, vajilla y electrodomésticos.",2025-11-18T16:18:36.462256
6021009,Paneleiro Madesa Glamy 60 cm 3 Puertas Rustic Preto,Madesa,despensa,6899.0,10699.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/50401905/madesa0067891760851161_00.jpg?v=638866467527900000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/paneleiro-madesa-glamy-60-cm-3-puertas-rustic-preto-6021009/p,Chedraui,"El mueble despensa Madesa Glamy de 60 cm es una excelente elección. Desarrollado con materiales de alta calidad y Pintura Poliéster con 7 capas protectoras, ofrece mayor resistencia y durabilidad. Tiene altura de mueble planificado, con 225 cm de alto y tres puertas con tiradores de aluminio y bisagras metálicas con amortiguación, que garantizan un cierre suave.",2025-11-18T16:18:36.462258
6021008,Paneleiro Madesa Glamy 60 cm 3 Puertas Branco Preto,Madesa,despensa,7999.0,12399.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/50401898/madesa0067891760851369_00.jpg?v=638866467511800000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/paneleiro-madesa-glamy-60-cm-3-puertas-branco-preto-6021008/p,Chedraui,"El Despensa Madesa Glamy de 60 cm es una excelente elección. Desarrollado con materiales de alta calidad y Pintura Poliéster con 7 capas protectoras que aumentan la resistencia y durabilidad del mueble. Tiene altura de mueble planificado, con 225 cm de alto y tres puertas con tiradores de aluminio y bisagras metálicas con amortiguación para un cierre suave.",2025-11-18T16:18:36.462261
6019253,Mueble de Cocina Armario Despensa Abierta Madesa 5 Nichos,Madesa,despensa,5099.0,7899.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/48762820/madesa0067891760920461_00.jpg?v=638836290144600000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/mueble-de-cocina-armario-despensa-abierta-madesa-5-nichos-6019253/p,Chedraui,"Despensero Madesa 60 cm. Medidas: 225 cm alto, 60 cm ancho, 50 cm fondo. Incluye cinco nichos abiertos y cuatro estantes para organización. Pies ajustables y zócalo removible. Acabado marrón en Pintura Poliéster ecológica para mayor durabilidad.",2025-11-18T16:18:36.462263
6019107,Cocina Integral Completa Modular Madesa 325cm Emilly Wave 04 Marron,Madesa,despensa,13499.0,20799.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/48762198/madesa0067891760850706_00.jpg?v=638836287845770000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/cocina-integral-completa-modular-madesa-325cm-emilly-wave-04-marron-6019107/p,Chedraui,"La cocina de esquina Emilly Wave de Madesa está fabricada con elementos de primera calidad, como tiradores con detalles de aluminio y resistentes guías y bisagras metálicas. Incluye tres Gabinete Bajo, tres gabinetes superiores, una vinoteca anexa y un armario tipo despensa, todo ello con un aprovechamiento óptimo del espacio.",2025-11-18T16:18:36.462265
6018638,Despensero de Cocina Madesa Glamy 3 Puertas BB Blanco,Madesa,despensa,8299.0,12799.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/48760892/madesa0067891760802842_00.jpg?v=638836283292600000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/despensero-de-cocina-madesa-glamy-3-puertas-bb-blanco-6018638/p,Chedraui,"Despensero Glamy Madesa 60 cm. Dimensiones: 225 cm de alto, 60 cm de ancho, 52 cm de fondo. Con tres puertas y cuatro estantes internos para organización. Tiradores de aluminio, patas ajustables, acabado en Pintura Poliéster.",2025-11-18T16:18:36.462268
6018637,Mueble de Despensa Abierto Madesa 60cm con nichos para cocina,Madesa,despensa,5099.0,7899.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/48760888/madesa0067891760920447_00.jpg?v=638836283273670000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/mueble-de-despensa-abierto-madesa-60cm-con-nichos-para-cocina-6018637/p,Chedraui,"Despensero Madesa 60 cm. Medidas: 225 cm alto, 60 cm ancho, 50 cm fondo. Incluye cinco nichos abiertos y cuatro estantes para organización. Patas ajustables y zócalo removible. Acabado en Pintura Poliéster ecológica para mayor durabilidad.",2025-11-18T16:18:36.462270
6017984,Cocina Madesa sin Lavadero Emilly Marrón 229cm,Madesa,despensa,4999.0,7699.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/48757099/madesa0067891760817365_00.jpg?v=638836269495330000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/cocina-madesa-sin-lavadero-emilly-marron-229cm-6017984/p,Chedraui,"Cocina Integral Emily Top Madesa: compacta, tonos amaderado/blanco, estilo americano. Acabado en poliéster de alta resistencia. Medidas: 186x229x44 cm. Incluye despensa, gabinete superior y bajo. Código: G200705Z. Montaje no incluido.",2025-11-18T16:18:36.462272
6017969,Cocina Integral Madesa 169cm Marrón/Negro Emilly Winter 08,Madesa,despensa,8999.0,13899.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/48757009/madesa0067891760866400_00.jpg?v=638836269036800000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/cocina-integral-madesa-169cm-marronnegro-emilly-winter-08-6017969/p,Chedraui,"Compacta en la medida justa para su ambiente. Conozca la cocina Emilly Winter de Madesa.Fabricada con materiales de calidad, tiene tiradores con detalles de aluminio y correderas y bisagras metálicas. Incluye un Gabinete Bajo de 105 cm con tres puertas y un cajón, una alacena de 105 cm con dos puertas corredizas de vidrio reflejante y un nicho en la parte inferior, un armario tipo despensa doble con cuatro puertas, todo separado, lo que permite montarlo según el espacio disponible",2025-11-18T16:18:36.462274
6017090,Organizadores para Refrigerador Brandtrendy Transparentes Apilables 10 piezas,Brandtrendy,despensa,599.0,999.0,True,https://chedrauimx.vteximg.com.br/arquivos/ids/48902723/BRANTRENDY1637502287469899_00.jpg?v=638839550793670000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/organizadores-para-refrigerador-brandtrendy-transparentes-apilables-10-piezas-6017090/p,Chedraui,"Organiza tu cocina con el Set Brandtrendy de 10 contenedores. Incluye 6 pequeños, 3 medianos y 1 grande, todos apilables y con tapa. Hechos de plástico libre de BPA, son perfectos para mantener tus alimentos frescos y ordenados. Fácil de limpiar y apto para refrigerador y despensa.",2025-11-18T16:18:36.462277
